285.63,55
287.87,69
289.47,78
290.8,88
291.96,101
292.9,113
294.6,127
295.61,139
296.62,152
297.32,162
297.86,169
298.47,180
299.31,195
299.92,206
300.49,219
301.86,240
302.64,256
303.08,265
303.82,280
304.23,294
304.43,304
304.56,306
305.46,324
305.85,331
306.26,342
306.74,354
307.21,373
307.5,383
308.09,398
308.57,412
308.82,420
309.21,431
309.43,439
